advice_episode,start_step,episode_length,llm_advice,advice_category,followed_advice_lenient,followed_advice_strict,alignment_rate,matched_in_window,total_reward,avg_reward,sr_change,hp_change,hp_before,reward_before,sr_before,level_before,critical_hp
42,35,1,Search for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,320.0,-0.01,-0.01,14,0
43,35,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,320.0,-0.01,-0.01,12,0
44,35,2,Search the area for items and potential threats,survival,1,1,1.0,True,0.0,0.0,-0.009000000000000001,2281.2,318.8,-0.01,0.01,14,0
45,35,1,Eat something to restore health,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,800.0,0.0,0.008,16,0
46,35,1,Eat something to regain health,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,75.0,0.0,-0.01,14,0
47,40,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,340.0,-0.01,-0.009,14,0
48,40,1,Search the area for items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,585.7,-0.01,0.001,16,0
49,40,1,Eat something to recover health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,320.0,0.0,-0.01,14,0
50,40,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,866.7,-0.01,-0.01,14,0
51,40,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,75.0,-0.01,-0.02,14,0
52,40,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
53,45,1,Eat something to recover health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,320.0,-0.01,-0.02,14,0
54,45,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,700.0,-0.01,-0.01,16,0
55,45,1,Search the area for hidden dangers and potential items,defensive,1,1,1.0,True,-0.01,-0.01,0.0,0.0,866.7,-0.01,-0.01,14,0
56,45,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,331.2,-0.01,-0.01,14,0
57,45,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.01,14,0
58,45,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,206.7,-0.01,-0.01,12,0
59,50,1,Pick up the lock pick to gain a potential advantage,other,0,0,0.0,False,0.0,0.0,0.0,0.0,100.0,-0.01,-0.001,14,0
60,50,1,Search the area for potential items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,600.0,0.0,-0.01,16,0
61,50,2,Search the area for items and potential threats,survival,0,0,0.0,False,-0.02,-0.01,0.0,-124.5,331.2,-0.01,-0.01,14,0
62,50,1,Search the area for hidden dangers and potential items,defensive,1,1,1.0,True,-0.01,-0.01,0.0,0.0,2800.0,-0.01,-0.009,14,0
63,50,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,283.3,-0.01,-0.01,14,0
64,55,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
65,55,1,Investigate the recent message and provide a direction,other,0,0,0.0,False,0.0,0.0,0.0,0.0,2850.0,-0.01,0.0,14,0
66,55,1,Eat something to restore health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,331.2,0.0,-0.02,14,0
67,55,1,Pick up the lock pick to gain a potential advantage,other,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.01,14,0
68,55,1,Search the area for potential items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,571.4,-0.01,0.01,16,0
69,55,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,283.3,0.0,-0.01,14,0
70,60,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,246.2,-0.01,-0.01,12,0
71,60,1,Investigate the recent message and provide a direction,other,0,0,0.0,False,0.0,0.0,0.0,0.0,1160.0,-0.01,0.011,14,0
72,60,1,Search the area for potential threats and items,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,140.0,0.0,0.009,14,0
73,60,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,571.4,0.0,-0.01,16,0
74,60,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.01,14,0
75,60,1,Eat something to restore health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,331.2,-0.01,-0.02,14,0
76,65,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,246.2,-0.01,-0.01,12,0
77,65,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,571.4,-0.01,-0.01,16,0
78,65,2,Search the area for potential threats and items,survival,0,0,0.0,False,-0.02,-0.01,0.0,-33.30000000000001,133.3,-0.01,-0.01,14,0
79,65,1,Search the area for items and clues to gain more experience,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,1016.7,-0.01,-0.01,14,0
80,65,1,Eat something to recover health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,430.8,-0.01,-0.01,14,0
81,70,1,Search the area for potential items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,633.3,-0.01,0.009,16,0
82,70,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,400.0,0.0,0.01,14,0
83,70,1,Search the area for potential items and threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,0.0,-0.02,14,0
84,70,1,Search the area for items and clues to gain more experience,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1033.3,-0.01,-0.01,14,0
85,70,2,Eat something to recover health,survival,1,1,0.5,True,-0.01,-0.005,0.01,238.1,228.6,-0.01,-0.01,12,0
86,75,1,Search the area for potential items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,875.0,0.0,0.007,16,0
87,75,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1180.0,0.0,-0.01,14,0
88,75,1,Eat something to recover health,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
89,75,1,Search the area for potential items and threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.02,14,0
90,75,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,500.0,-0.01,-0.01,14,0
91,75,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,116.7,-0.01,0.011,14,0
92,80,1,Search the area for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,1160.0,0.0,0.0,14,0
93,80,1,Search for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,177.8,0.0,-0.01,14,0
94,80,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,250.0,-0.01,-0.01,14,0
95,80,2,Search the area for potential threats and items,survival,1,1,0.5,True,-0.02,-0.01,0.0,-133.29999999999995,633.3,-0.01,-0.01,16,0
96,80,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.02,12,0
97,85,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,200.0,-0.01,-0.01,14,0
98,85,1,Search for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,177.8,-0.01,-0.01,14,0
99,85,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,633.3,-0.01,-0.01,16,0
100,85,1,Eat to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,176.5,-0.01,0.011,12,0
101,85,1,Search for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,385.7,0.0,0.008,14,0
102,85,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1550.0,0.0,-0.01,14,0
103,90,1,Search the area for potential items and threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,200.0,-0.01,0.001,14,0
104,90,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,857.1,0.0,-0.01,14,0
105,90,1,Search for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,385.7,-0.01,-0.01,14,0
106,90,1,Explore the surrounding area to gather more information,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,250.0,-0.01,-0.01,14,0
107,90,1,Investigate the recent message and decide on a direction,other,0,0,0.0,False,0.0,0.0,0.0,0.0,182.4,-0.01,0.011,12,0
108,90,1,Search the area for potential items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,683.3,0.0,0.011,16,0
109,95,1,Investigate the recent message and decide on a direction,other,0,0,0.0,False,-0.01,-0.01,0.0,0.0,188.2,0.0,-0.01,12,0
110,95,1,Search the area for potential items and threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,857.1,-0.01,-0.01,14,0
111,95,1,Eat something to recover health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,385.7,-0.01,-0.01,14,0
112,95,1,Explore the surrounding area to gather more information,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,250.0,-0.01,-0.01,14,0
113,95,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,320.0,-0.01,-0.01,14,0
114,95,2,Search the area for potential items and clues,exploration,1,1,0.5,True,-0.02,-0.01,0.0,-64.29999999999995,650.0,-0.01,-0.01,16,0
115,100,1,Search for items and potential dangers,defensive,1,1,1.0,True,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,14,0
116,100,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,250.0,-0.01,-0.02,14,0
117,100,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,857.1,-0.01,-0.02,14,0
118,100,1,Eat something to recover health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,312.5,-0.01,0.008,14,0
119,100,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,200.0,0.0,-0.01,12,0
120,105,1,Search the area for potential items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,585.7,-0.01,-0.01,16,0
121,105,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,200.0,-0.01,-0.01,12,0
122,105,2,Eat something to regain health,survival,0,0,0.0,False,-0.02,-0.01,0.0,607.1,250.0,-0.01,-0.02,14,0
123,105,1,Search for items and potential dangers,defensive,0,0,0.0,False,0.0,0.0,0.0,0.0,200.0,-0.01,0.0,14,0
124,105,1,Search the area for potential threats and items,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,371.4,0.0,0.009,14,0
125,110,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,857.1,0.0,-0.02,14,0
126,110,1,Explore the area and search for items,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,200.0,-0.01,-0.02,12,0
127,110,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,400.0,-0.01,-0.01,14,0
128,110,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,571.4,-0.01,-0.001,16,0
129,110,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,220.0,0.0,-0.01,14,0
130,110,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,200.0,-0.01,-0.01,14,0
131,115,1,Explore the area and search for items,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,193.8,-0.01,-0.001,12,0
132,115,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,177.8,0.0,-0.01,14,0
133,115,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,600.0,-0.01,-0.01,16,0
134,115,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,325.0,-0.01,-0.01,14,0
135,115,1,Search the area for potential items and threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,200.0,-0.01,-0.01,14,0
136,115,1,Search the area for potential threats and items,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,1220.0,-0.01,0.01,14,0
137,120,1,Search the area for potential items and threats,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,716.7,0.0,0.009,16,0
138,120,1,Search the area for potential items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,180.0,0.0,0.01,12,0
139,120,2,Search the area for potential threats and items,survival,1,1,0.5,True,-0.01,-0.005,0.01,833.3,200.0,0.0,-0.01,14,0
140,120,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,177.8,0.0,-0.01,14,0
141,120,2,Search the area for potential threats and items,survival,1,1,0.5,True,-0.02,-0.01,0.0,-211.39999999999998,371.4,-0.01,-0.01,14,0
142,125,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,384.6,-0.01,0.0,14,0
143,125,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,585.7,0.0,-0.01,16,0
144,125,1,Search the area for potential items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,188.2,-0.01,0.0,12,0
145,125,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,2900.0,0.0,-0.01,14,0
146,125,2,Eat something to regain health,survival,0,0,0.0,False,-0.02,-0.01,0.01,-17.80000000000001,177.8,-0.01,-0.02,14,0
147,130,1,Search the area for potential threats and opportunities,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,170.6,-0.01,-0.003,12,0
148,130,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,614.3,0.0,-0.01,14,0
149,130,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,1466.7,-0.01,0.001,16,0
150,130,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,177.8,0.0,-0.02,14,0
151,130,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,384.6,-0.01,0.0,14,0
152,135,2,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.005,0.02,436.49999999999994,177.8,0.0,-0.02,14,0
153,135,1,Search the area for potential threats and opportunities,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,213.3,0.0,-0.01,12,0
154,135,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,160.0,-0.01,-0.02,14,0
155,135,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,384.6,-0.01,-0.01,14,0
156,135,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,1466.7,-0.01,-0.01,16,0
157,140,1,Heal and recover from recent damage,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,1300.0,-0.01,-0.01,16,0
158,140,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,733.3,-0.01,0.001,14,0
159,140,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,160.0,-0.01,-0.01,14,0
160,140,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,318.8,0.0,-0.01,14,0
161,140,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,320.0,-0.01,0.004,14,0
162,140,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,213.3,0.0,-0.01,12,0
163,145,1,Heal and recover from recent damage,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,1266.7,-0.01,0.0,16,0
164,145,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,133.3,0.0,-0.01,14,0
165,145,2,Search the area for potential threats and items,survival,1,1,1.0,True,0.0,0.0,0.008,-118.80000000000001,318.8,-0.01,0.0,14,0
166,145,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,246.2,0.0,-0.01,12,0
167,145,1,Search the area for items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,614.3,-0.01,0.0,14,0
168,150,2,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.005,-0.009000000000000001,578.3,346.7,0.0,-0.001,14,0
169,150,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,171.4,-0.01,-0.01,14,0
170,150,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,614.3,-0.01,-0.01,14,0
171,150,1,Search the area for potential threats and items,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,228.6,-0.01,0.0,12,0
172,150,1,Move northwest to explore new area,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,400.0,0.0,-0.01,14,0
173,155,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,950.0,-0.01,-0.01,16,0
174,155,1,Move northwest to explore new area,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,71.4,-0.01,0.01,14,0
175,155,1,Search for food and assess threat from kobold,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,614.3,0.0,-0.02,14,0
176,155,1,Search the area for potential threats and items,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,188.2,-0.01,0.0,12,0
177,155,1,Search for items and potential threats,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,384.6,0.0,-0.001,14,0
178,155,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,144.4,0.0,-0.01,14,0
179,160,1,Eat to restore health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,925.0,-0.01,-0.001,16,0
180,160,1,Search the area for potential threats and valuable items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,183.3,0.0,0.009,14,0
181,160,1,Search for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,384.6,0.0,-0.01,14,0
182,160,1,Search the area for potential items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,188.2,-0.01,-0.01,12,0
183,160,1,Search for food and assess threat from kobold,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,614.3,-0.01,-0.02,14,0
184,160,2,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.02,-0.01,0.0,28.19999999999999,160.0,-0.01,-0.01,14,0
185,165,1,Search the area for potential items and threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,384.6,-0.01,-0.01,14,0
186,165,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,614.3,-0.01,-0.02,14,0
187,165,1,Eat to restore health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,950.0,-0.01,-0.01,16,0
188,165,1,Search the area for potential threats and valuable items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,240.0,-0.01,0.001,14,0
189,165,1,Search the area for potential items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,133.3,0.0,0.001,14,0
190,170,1,Search the area for potential items or clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,160.0,0.0,-0.01,14,0
191,170,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,240.0,-0.01,-0.01,14,0
192,170,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,312.5,-0.01,-0.01,14,0
193,170,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,650.0,-0.01,0.012,16,0
194,170,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,733.3,0.0,0.0,14,0
195,170,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,188.2,0.0,-0.02,12,0
196,175,1,Search the area for potential items or clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,116.7,-0.01,0.0,14,0
197,175,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,312.5,0.0,-0.01,14,0
198,175,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,733.3,-0.01,-0.01,16,0
199,175,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,188.2,-0.01,-0.02,12,0
200,175,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,240.0,-0.01,-0.01,14,0
201,175,1,Prioritize moving away from the kobold and goblin threats,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,614.3,-0.01,0.0,14,0
202,180,1,Eat something to restore health,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,733.3,0.0,-0.01,16,0
203,180,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,116.7,-0.01,-0.01,14,0
204,180,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,400.0,-0.01,-0.01,14,0
205,180,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,228.6,-0.01,0.0,12,0
206,180,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,240.0,0.0,-0.02,14,0
207,180,1,Prioritize moving away from the kobold and goblin threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1633.3,-0.01,-0.01,14,0
208,185,1,Avoid immediate threats from kobolds,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,716.7,-0.01,-0.01,14,0
209,185,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
